
Full Report
epoch=1900
numDocs=2117
numTokens=35464
numWords=2785
numTopics=20

TOPIC 0  (total count=2095)
SYMBOL             WORD    COUNT   PROB          Z

DOC 1101
TOPIC    COUNT    PROB
----------------------
   12       32   0.172
    0       28   0.150
    7       25   0.134
   15       25   0.134
    6       23   0.124
    3       20   0.107
    5       10   0.054
    8        9   0.049
    2        6   0.033
   10        5   0.027

hertfordshire(7) common(12) others(12) preferred(7) elder(8) woman(14) country(8) evening(6) dance(10) netherfield(12) apprehension(10) feeling(7) serious(12) attachment(0) seen(6) ball(8) while(3) honour(15) dancing(15) acquainted(6) sir(2) william(2) lucas(2) accidental(15) information(2) attentions(15) given(7) general(5) expectation(0) marriage(0) spoke(3) certain(15) event(15) alone(12) moment(3) observed(12) behaviour(3) attentively(3) perceive(0) partiality(7) beyond(12) witnessed(12) watched(10) look(3) manners(12) open(3) cheerful(3) engaging(15) symptom(3) peculiar(7) regard(7) remained(5) convinced(12) evening(8) received(6) attentions(7) invite(10) sentiment(3) mistaken(12) here(15) error(5) superior(15) knowledge(0) latter(5) probable(0) error(5) pain(7) resentment(5) unreasonable(15) scruple(3) assert(12) serenity(12) countenance(3) air(3) given(15) conviction(15) amiable(7) temper(12) heart(0) likely(14) easily(0) touched(15) desirous(3) believing(7) indifferent(12) certain(15) venture(6) usually(10) hopes(7) fears(0) indifferent(12) wished(6) believed(0) impartial(15) conviction(15) truly(6) wished(6) reason(7) objections(0) marriage(0) merely(12) those(6) night(0) acknowledged(0) utmost(6) force(0) put(6) aside(7) case(15) want(12) connection(0) evil(15) causes(6) causes(6) still(7) equal(0) degree(6) both(6) instances(12) endeavoured(2) forget(0) immediately(0) these(6) causes(6) briefly(6) situation(0) objectionable(6) comparison(0) total(6) want(12) propriety(12) frequently(3) almost(0) uniformly(15) betrayed(7) three(8) younger(12) sisters(12) occasionally(12) pardon(15) pains(12) offend(7) amidst(3) concern(5) defects(12) nearest(5) relations(12) displeasure(7) representation(15) consolation(0) consider(15) avoid(6) share(0) like(12) censure(3) praise(3) less(3) generally(12) bestowed(7) elder(8) honourable(7) sense(5) disposition(12) both(7) farther(7) passed(2) evening(6) opinion(7) parties(0) confirmed(3) inducement(5) heightened(15) led(0) preserve(15) esteemed(7) unhappy(0) connection(0) left(6) netherfield(8) london(8) following(8) certain(15) remember(12) design(12) returning(7) 

DOC 1102
TOPIC    COUNT    PROB
----------------------
    5       26   0.249
    0       19   0.182
    7       15   0.144
    4        8   0.077
   12        8   0.077
   11        7   0.068
   19        6   0.058
   17        5   0.049
    3        4   0.039
    9        4   0.039

part(19) acted(5) explained(5) sisters(12) uneasiness(0) equally(3) excited(5) feeling(7) discovered(12) sensible(12) lost(5) brother(5) shortly(0) resolved(5) joining(17) directly(19) london(9) accordingly(11) went(9) readily(4) engaged(3) office(17) pointing(11) certain(15) evils(5) choice(17) described(5) earnestly(4) delayed(0) determination(0) suppose(7) prevented(7) marriage(0) assurance(5) hesitated(11) giving(12) indifference(3) believed(0) return(17) affection(12) sincere(4) equal(0) regard(7) natural(7) modesty(7) stronger(19) dependence(12) judgement(12) convince(7) therefore(11) deceived(0) difficult(19) point(11) persuade(0) against(5) returning(7) hertfordshire(9) conviction(5) given(7) scarcely(0) work(5) moment(5) blame(0) thus(4) part(4) conduct(5) whole(5) affair(0) reflect(0) satisfaction(5) condescended(5) adopt(3) measures(7) art(11) far(5) conceal(0) town(9) knew(5) known(5) brother(5) ignorant(0) met(11) ill(5) consequence(5) perhaps(7) probable(0) regard(7) appear(0) danger(5) perhaps(7) disguise(19) beneath(5) best(7) subject(4) apology(4) offer(19) wounded(0) motives(17) naturally(7) appear(0) insufficient(4) learnt(5) condemn(12) 

DOC 1103
TOPIC    COUNT    PROB
----------------------
    0        6   0.555
    6        2   0.191
    3        1   0.100

respect(0) injured(3) whole(6) connection(0) particularly(6) ignorant(0) truth(0) relate(0) witness(0) 

DOC 1104
TOPIC    COUNT    PROB
----------------------
   18       13   0.179
   19       11   0.152
    6        9   0.125
    5        8   0.111
   15        8   0.111
    1        7   0.097
    7        6   0.084
    0        5   0.070
    3        2   0.029
    8        1   0.015

son(18) respectable(15) years(18) management(19) pemberley(6) estates(1) whose(5) conduct(5) trust(7) naturally(7) inclined(19) service(1) george(1) kindness(15) therefore(19) bestowed(7) supported(0) afterwards(9) important(6) assistance(15) poor(1) extravagance(18) wife(18) unable(5) gentleman(18) education(18) fond(7) society(18) whose(5) manners(3) engaging(15) highest(19) opinion(19) hoping(6) church(18) profession(18) intended(18) provide(15) years(18) since(5) began(6) different(19) want(1) principle(5) careful(6) guard(19) knowledge(0) best(1) escape(6) observation(3) nearly(6) same(19) age(18) seeing(15) unguarded(8) moments(6) here(15) pain(7) degree(6) tell(1) whatever(5) sentiments(7) created(5) suspicion(0) nature(19) prevent(0) real(19) character(0) adds(18) another(15) motive(19) 

DOC 1105
TOPIC    COUNT    PROB
----------------------
   18       37   0.252
    0       21   0.144
    4       19   0.130
    8       18   0.123
   15       16   0.110
    2       12   0.082
   16        6   0.041
    7        5   0.035
    5        3   0.021
    6        3   0.021

excellent(0) died(18) five(18) years(18) ago(7) attachment(0) steady(18) particularly(2) recommended(8) promote(8) best(15) profession(18) allow(15) took(4) orders(8) desired(4) valuable(18) living(18) became(0) vacant(18) thousand(18) pounds(18) mine(0) within(8) half(18) year(18) these(18) events(6) wrote(4) inform(4) finally(0) resolved(8) against(5) taking(15) orders(8) hoped(8) unreasonable(15) expect(4) immediate(15) advantage(0) preferment(2) benefited(0) intention(4) added(0) studying(0) law(18) aware(0) interest(7) thousand(18) pounds(18) insufficient(4) support(8) rather(15) wished(15) believed(0) sincere(4) rate(15) perfectly(6) ready(16) proposal(8) knew(2) ought(0) clergyman(18) business(0) therefore(4) settled(18) resigned(2) claim(18) assistance(4) church(18) possible(15) situation(0) receive(0) accepted(8) return(17) three(8) thousand(18) pounds(18) connection(0) between(18) seemed(6) ill(2) invite(4) pemberley(18) admit(4) society(18) town(8) town(8) chiefly(19) lived(8) studying(0) law(18) mere(2) free(2) restraint(0) life(18) life(18) three(8) years(18) decease(18) incumbent(15) living(18) designed(7) applied(16) presentation(2) circumstances(15) assured(2) difficulty(15) believing(7) exceedingly(2) bad(9) found(9) law(18) study(18) absolutely(15) resolved(8) present(15) living(18) question(4) trusted(2) doubt(18) assured(2) person(4) provide(15) forgotten(4) intentions(5) hardly(4) blame(0) refusing(16) comply(5) entreaty(4) repetition(4) resentment(0) proportion(18) distress(0) circumstances(15) violent(16) others(16) period(18) appearance(8) acquaintance(7) dropped(4) lived(8) summer(9) notice(16) 

DOC 1106
TOPIC    COUNT    PROB
----------------------
    0       24   0.234
    5       19   0.185
    9       11   0.108
   18       10   0.098
   14        9   0.088
    3        7   0.069
    2        5   0.050
    7        5   0.050
    8        5   0.050
   19        3   0.030

mention(14) circumstance(18) forget(0) obligation(7) less(3) present(5) induce(0) human(3) thus(3) feel(0) doubt(5) secrecy(0) ten(9) years(18) left(9) guardianship(3) nephew(5) colonel(14) fitzwilliam(14) year(18) ago(18) taken(9) establishment(5) formed(5) london(8) summer(9) went(9) ramsgate(2) thither(14) went(9) undoubtedly(0) design(9) proved(5) acquaintance(8) between(7) younge(0) whose(5) character(14) unhappily(2) deceived(0) far(5) recommended(8) georgiana(0) whose(7) affectionate(2) heart(14) strong(0) impression(5) kindness(8) child(0) persuaded(15) consent(18) elopement(0) fifteen(7) excuse(5) stating(19) imprudence(0) happy(2) add(0) owed(5) knowledge(0) joined(3) unexpectedly(9) intended(18) elopement(0) georgiana(0) unable(5) support(8) idea(3) offending(14) brother(5) whom(19) almost(0) looked(3) acknowledged(0) whole(5) imagine(14) acted(5) regard(0) credit(0) prevented(9) public(19) wrote(4) left(9) place(9) immediately(0) younge(0) course(18) removed(5) charge(7) chief(2) object(15) fortune(18) thirty(0) thousand(18) pounds(18) help(5) supposing(14) strong(0) inducement(5) complete(5) 

DOC 1107
TOPIC    COUNT    PROB
----------------------
   15       10   0.374
    7        8   0.300
    0        3   0.115
    5        2   0.078
    4        1   0.041
   19        1   0.041

madam(15) faithful(0) event(15) concerned(7) together(7) absolutely(15) reject(15) false(19) cruelty(7) towards(7) under(15) form(15) falsehood(5) imposed(7) success(15) perhaps(15) wondered(7) ignorant(0) everything(4) concerning(15) either(7) power(7) suspicion(0) certainly(15) inclination(5) 

DOC 1108
TOPIC    COUNT    PROB
----------------------
   14       10   0.246
    4        8   0.198
    7        8   0.198
    0        4   0.100
    8        3   0.076
    6        2   0.051
   10        2   0.051
    5        1   0.027
    9        1   0.027

possibly(4) wonder(4) why(14) told(14) night(0) master(10) ought(4) truth(14) everything(4) here(14) related(14) particularly(7) colonel(14) fitzwilliam(14) near(9) relationship(0) constant(4) intimacy(0) still(14) acquainted(6) particular(6) these(7) abhorrence(7) assertions(4) prevented(7) same(4) cause(7) cousin(7) possibility(5) endeavour(7) find(14) opportunity(8) putting(10) hands(4) course(8) morning(8) add(0) god(7) bless(14) 

DOC 1109
TOPIC    COUNT    PROB
----------------------
   14        1   0.367

fitzwilliam(14) 

DOC 1110
TOPIC    COUNT    PROB
----------------------



DOC 1111
TOPIC    COUNT    PROB
----------------------
    5       21   0.297
    4       18   0.255
    0        8   0.114
    7        7   0.100
    9        6   0.086
   11        6   0.086
   10        2   0.030
    1        1   0.015

gave(5) expect(4) contain(4) renewal(5) offers(4) formed(5) expectation(0) contents(4) supposed(11) eagerly(10) went(9) through(5) emotion(7) excited(5) read(4) scarcely(0) amazement(11) understand(4) believed(0) apology(4) power(5) steadfastly(7) persuaded(0) explanation(4) just(1) sense(5) shame(5) conceal(0) strong(0) prejudice(7) against(5) everything(4) began(5) account(4) happened(9) netherfield(9) read(4) eagerness(11) hardly(5) left(9) power(5) impatience(4) knowing(5) next(11) sentence(5) bring(9) incapable(4) attending(7) sense(5) eyes(10) belief(5) insensibility(5) instantly(4) resolved(5) false(11) account(4) real(7) worst(5) objections(0) match(9) angry(0) doing(7) justice(5) expressed(4) regret(5) satisfied(4) style(4) haughty(11) pride(7) 

DOC 1112
TOPIC    COUNT    PROB
----------------------
    4       11   0.277
    5        8   0.202
    6        7   0.178
   19        4   0.103
    3        3   0.078
   11        2   0.053
    9        1   0.028
   13        1   0.028
   18        1   0.028

subject(4) succeeded(6) account(4) read(4) somewhat(5) attention(3) relation(18) events(6) true(19) cherished(4) opinion(5) worth(11) bore(6) alarming(4) history(4) acutely(4) painful(6) difficult(19) astonishment(3) apprehension(6) horror(4) wished(6) entirely(4) repeatedly(4) exclaiming(4) false(19) falsehood(5) gone(9) through(5) whole(5) scarcely(3) knowing(5) anything(19) put(6) hastily(11) protesting(5) regard(5) look(13) 

DOC 1113
TOPIC    COUNT    PROB
----------------------
    6       23   0.254
   18       15   0.166
    5       12   0.133
    4       11   0.122
   10        9   0.100
   15        9   0.100
    0        5   0.056
    3        5   0.056

state(0) mind(3) thoughts(5) rest(6) walked(10) half(15) minute(10) unfolded(4) began(6) mortifying(15) perusal(5) related(6) far(5) meaning(3) sentence(5) account(4) connection(0) pemberley(6) exactly(10) related(6) kindness(15) late(18) known(5) extent(6) agreed(6) equally(15) words(6) far(5) each(6) recital(4) confirmed(3) difference(18) living(18) fresh(5) memory(18) words(6) impossible(6) feel(15) side(6) few(10) moments(6) flattered(6) wishes(5) err(15) read(4) re(6) read(4) attention(6) particulars(18) immediately(0) following(4) pretensions(5) living(18) receiving(3) considerable(18) sum(18) three(10) thousand(18) pounds(18) forced(4) hesitate(10) put(6) down(10) circumstance(18) meant(15) probability(5) each(6) success(15) both(6) sides(6) assertion(6) read(4) line(4) proved(5) clearly(10) affair(0) believed(0) impossible(10) contrivance(18) represent(18) render(6) conduct(5) less(3) infamous(18) capable(15) turn(18) entirely(4) throughout(4) whole(6) 

DOC 1114
TOPIC    COUNT    PROB
----------------------
   14       25   0.222
    5       23   0.204
    6       15   0.134
   10       15   0.134
    7       14   0.125
   18       11   0.098
    9        5   0.045
    4        3   0.027

extravagance(18) general(5) lay(5) charge(7) exceedingly(4) shocked(5) bring(9) proof(9) injustice(6) entrance(10) shire(14) militia(14) engaged(6) persuasion(14) meeting(10) accidentally(7) town(14) renewed(6) slight(10) acquaintance(7) former(14) life(18) known(5) hertfordshire(14) told(14) real(7) character(14) information(14) power(5) inquiring(14) countenance(6) voice(5) established(7) once(5) possession(18) virtue(14) tried(10) recollect(10) instance(5) goodness(5) distinguished(7) integrity(5) benevolence(7) attacks(5) least(5) virtue(14) those(6) errors(6) under(10) endeavour(10) described(5) vice(5) years(18) continuance(5) recollection(6) instantly(10) charm(5) air(10) address(10) remember(14) general(5) approbation(5) neighbourhood(18) regard(7) powers(18) gained(10) point(7) considerable(18) while(7) once(14) continued(10) read(4) story(7) followed(10) designs(18) received(6) confirmation(14) passed(6) between(7) colonel(14) fitzwilliam(14) morning(9) truth(14) particular(6) colonel(14) fitzwilliam(14) whom(10) received(6) information(14) near(9) concern(9) cousin(18) affairs(14) whose(7) character(7) reason(14) question(4) almost(18) resolved(5) applying(18) idea(6) checked(10) awkwardness(5) application(5) length(6) wholly(5) banished(6) conviction(5) proposal(6) assured(14) cousin(14) 

DOC 1115
TOPIC    COUNT    PROB
----------------------
   10       12   0.237
    0        8   0.159
    8        8   0.159
    7        6   0.120
   14        5   0.100
   18        4   0.080
   17        3   0.061
    2        1   0.022
    5        1   0.022
   11        1   0.022

perfectly(18) remembered(10) everything(7) passed(0) conversation(10) between(18) evening(8) phillips(14) expressions(0) still(7) fresh(5) memory(18) struck(10) impropriety(10) stranger(10) wondered(7) escaped(17) putting(10) forward(10) professions(0) conduct(0) remembered(10) fear(0) seeing(8) leave(14) country(8) stand(2) ground(11) netherfield(8) ball(8) next(8) week(17) remembered(10) netherfield(8) quitted(10) country(8) told(14) story(7) removal(17) discussed(7) reserves(10) scruples(14) sinking(10) character(0) assured(14) respect(0) prevent(0) exposing(7) son(18) 

DOC 1116
TOPIC    COUNT    PROB
----------------------
    7       26   0.318
   19       21   0.257
    0       12   0.148
    5       10   0.123
   12        7   0.087
   11        2   0.026
    1        1   0.013
    9        1   0.013

differently(19) everything(7) appear(0) concerned(7) attentions(7) king(19) consequence(5) views(19) solely(19) mercenary(19) fortune(19) proved(5) longer(0) wishes(5) eagerness(19) anything(12) behaviour(7) tolerable(0) motive(19) either(7) deceived(0) regard(7) fortune(19) gratifying(0) vanity(7) encouraging(7) preference(7) believed(0) shown(12) favour(7) grew(7) farther(7) allow(0) questioned(5) ago(7) affair(0) proud(7) manners(12) whole(5) course(7) acquaintance(12) acquaintance(12) brought(19) together(7) given(7) sort(19) intimacy(0) ways(0) seen(11) anything(19) betrayed(7) unjust(1) anything(19) spoke(0) habits(19) among(12) connections(5) esteemed(19) valued(7) allowed(12) merit(0) brother(5) speak(19) affectionately(11) prove(9) capable(5) amiable(7) feeling(7) actions(7) represented(7) everything(7) right(5) hardly(5) concealed(19) world(19) friendship(19) between(7) person(19) capable(19) amiable(7) 

DOC 1117
TOPIC    COUNT    PROB
----------------------
    5        5   0.464
    7        3   0.282
    6        1   0.100

grew(7) absolutely(6) ashamed(5) neither(5) nor(5) feeling(7) blind(5) partial(5) absurd(7) 

DOC 1118
TOPIC    COUNT    PROB
----------------------
    7        9   0.314
    5        6   0.210
    3        3   0.107
    6        3   0.107
   13        3   0.107
    1        1   0.038
   14        1   0.038
   15        1   0.038

acted(5) valued(7) abilities(7) disdained(3) generous(7) candour(5) gratified(13) vanity(7) useless(5) discovery(6) just(1) blind(5) vanity(7) folly(5) pleased(15) preference(7) offended(13) neglect(3) beginning(6) acquaintance(7) ignorance(6) driven(7) reason(14) either(13) concerned(7) moment(3) knew(5) 

DOC 1119
TOPIC    COUNT    PROB
----------------------
    4       10   0.297
    5        8   0.238
    0        5   0.150
   11        3   0.091
   10        2   0.062
   19        2   0.062
    8        1   0.032
   12        1   0.032

thoughts(10) line(4) brought(19) recollection(11) explanation(4) appeared(12) insufficient(4) read(4) widely(0) different(4) effect(5) second(4) perusal(5) deny(0) credit(0) assertions(4) instance(5) obliged(8) declared(11) totally(5) attachment(0) help(5) opinion(19) neither(5) deny(0) justice(5) description(4) displayed(11) constant(4) complacency(4) air(10) united(5) 

DOC 1120
TOPIC    COUNT    PROB
----------------------
    5        5   0.196
    7        4   0.158
   12        3   0.119
   19        3   0.119
    6        2   0.081
    8        2   0.081
   10        2   0.081
   15        2   0.081
    4        1   0.042

part(19) mentioned(4) terms(7) mortifying(15) reproach(7) sense(5) shame(5) severe(19) justice(5) charge(7) struck(8) forcibly(10) denial(12) circumstances(15) particularly(6) alluded(10) passed(6) netherfield(12) ball(8) disapprobation(5) stronger(19) impression(5) mind(12) hers(7) 

DOC 1121
TOPIC    COUNT    PROB
----------------------
    5        8   0.324
   12        8   0.324
    2        4   0.164
    3        1   0.044
    7        1   0.044
   16        1   0.044

compliment(2) console(2) contempt(12) thus(3) self(12) attracted(16) rest(5) considered(5) disappointment(5) fact(12) work(12) nearest(5) relations(12) reflected(7) materially(12) credit(2) both(5) hurt(5) impropriety(2) conduct(5) beyond(12) anything(12) known(5) 

DOC 1122
TOPIC    COUNT    PROB
----------------------
    6        6   0.226
   17        6   0.226
   11        5   0.189
    3        4   0.152
   16        2   0.078
    4        1   0.041
    9        1   0.041

wandering(11) along(11) lane(11) hours(9) giving(6) variety(11) re(3) considering(4) events(6) change(17) sudden(16) important(6) fatigue(6) recollection(6) absence(17) length(6) return(17) home(17) entered(11) appearing(17) cheerful(3) usual(17) resolution(3) reflections(3) conversation(16) 

DOC 1123
TOPIC    COUNT    PROB
----------------------
   17       11   0.336
   14        9   0.276
   11        5   0.155
    5        3   0.094
    6        2   0.064
   10        1   0.033

immediately(11) told(14) gentlemen(14) rosings(17) each(6) called(17) during(17) absence(17) few(17) minutes(11) take(11) leave(14) colonel(14) fitzwilliam(14) sitting(11) least(5) hour(10) hoping(6) return(17) almost(17) resolving(17) walk(17) found(11) just(14) affect(14) concern(5) rejoiced(17) colonel(14) fitzwilliam(14) longer(17) object(5) 

DOC 1124
TOPIC    COUNT    PROB
----------------------



DOC 1125
TOPIC    COUNT    PROB
----------------------
   17       14   0.362
    9        8   0.208
    8        6   0.156
    2        3   0.079
   16        3   0.079
    3        2   0.054
   12        1   0.028

gentlemen(16) left(9) rosings(17) next(8) morning(8) waiting(17) near(16) parting(9) able(17) bring(9) home(17) pleasing(12) intelligence(8) appearing(17) health(17) tolerable(2) spirits(17) expected(3) melancholy(9) scene(16) lately(9) gone(9) through(9) rosings(17) rosings(17) hastened(8) console(2) daughter(2) return(17) brought(8) back(9) satisfaction(17) message(8) ladyship(17) dull(17) desirous(3) dine(17) 

DOC 1126
TOPIC    COUNT    PROB
----------------------
   10        3   0.238
   17        3   0.238
    6        2   0.162
   13        2   0.162
    4        1   0.085

recollecting(10) chosen(4) future(17) niece(6) nor(10) smile(10) ladyship(17) indignation(17) behaved(13) questions(13) amused(6) 

DOC 1127
TOPIC    COUNT    PROB
----------------------
   15        9   0.314
   17        7   0.245
    0        3   0.107
   14        3   0.107
    2        2   0.072
    4        1   0.038
    7        1   0.038
   16        1   0.038

subject(7) rosings(17) party(16) assure(15) feel(15) exceedingly(2) feels(15) loss(17) friends(15) particularly(2) attached(15) these(17) men(15) attached(15) excessively(15) sorry(0) colonel(14) spirits(17) tolerably(17) just(14) seemed(17) feel(0) acutely(4) year(14) attachment(0) rosings(17) certainly(15) 

DOC 1128
TOPIC    COUNT    PROB
----------------------
    2        4   0.456
   15        2   0.233
   10        1   0.122

compliment(2) allusion(10) throw(2) here(15) kindly(15) smiled(2) daughter(2) 

DOC 1129
TOPIC    COUNT    PROB
----------------------
   12        3   0.258
   17        3   0.258
    6        2   0.175
    0        1   0.092
    8        1   0.092

observed(12) dinner(17) seemed(6) spirits(17) immediately(8) accounting(6) supposing(12) like(12) home(17) added(0) 

DOC 1130
TOPIC    COUNT    PROB
----------------------
   17        3   0.344
   15        2   0.233
   16        2   0.233

case(15) write(16) beg(15) stay(17) longer(17) glad(16) company(17) 

DOC 1131
TOPIC    COUNT    PROB
----------------------
    8        5   0.464
    7        2   0.191
    5        1   0.100
   17        1   0.100

obliged(8) ladyship(5) kind(7) invitation(8) power(7) accept(8) town(8) next(8) saturday(17) 

DOC 1132
TOPIC    COUNT    PROB
----------------------
    9        7   0.418
   14        5   0.300
   15        3   0.182

why(14) rate(15) here(14) six(14) weeks(9) expected(9) stay(9) months(9) told(14) occasion(9) going(9) certainly(15) spare(15) another(14) fortnight(9) 

DOC 1133
TOPIC    COUNT    PROB
----------------------
    4        1   0.183
    9        1   0.183
   15        1   0.183
   17        1   0.183

wrote(4) week(9) hurry(15) return(17) 

DOC 1134
TOPIC    COUNT    PROB
----------------------
    5        7   0.263
    8        6   0.226
    9        6   0.226
    1        2   0.078
   15        2   0.078
    4        1   0.041
   18        1   0.041

course(8) spare(8) daughters(8) consequence(5) stay(9) another(15) month(9) complete(5) power(5) take(1) far(5) london(9) going(9) early(8) june(1) week(9) object(5) weather(8) happen(9) cool(4) object(5) taking(15) both(18) neither(5) large(8) 

DOC 1135
TOPIC    COUNT    PROB
----------------------
   15        3   0.517
   17        1   0.183

kindness(15) madam(15) original(15) plan(17) 

DOC 1136
TOPIC    COUNT    PROB
----------------------
    1       11   0.206
   12       10   0.187
    8        9   0.169
   19        7   0.131
    6        6   0.113
    7        4   0.076
    2        2   0.039
   11        2   0.039
    9        1   0.020

seemed(6) resigned(2) send(1) servant(8) speak(19) mind(12) bear(1) idea(6) women(1) travelling(11) post(8) themselves(12) highly(7) contrive(1) send(1) somebody(8) greatest(19) dislike(12) world(1) sort(19) thing(1) women(12) properly(7) guarded(19) attended(8) according(12) situation(12) life(19) niece(6) georgiana(7) went(9) ramsgate(2) summer(11) point(7) men(1) servants(8) daughter(8) pemberley(6) anne(8) appeared(12) propriety(12) different(19) excessively(1) attentive(6) those(12) things(19) send(1) ladies(8) glad(1) occurred(6) mention(12) alone(8) 

DOC 1137
TOPIC    COUNT    PROB
----------------------
    1        2   0.420
   10        1   0.220

uncle(1) send(1) servant(10) 

DOC 1138
TOPIC    COUNT    PROB
----------------------
    7        5   0.300
    8        5   0.300
    1        2   0.124
    3        1   0.065
   14        1   0.065
   16        1   0.065

uncle(14) keeps(7) servant(8) glad(1) somebody(8) thinks(3) these(7) things(1) change(7) horses(8) course(8) mention(7) name(7) bell(16) attended(8) 

DOC 1139
TOPIC    COUNT    PROB
----------------------
    3        6   0.203
    0        5   0.170
   19        4   0.137
    4        3   0.103
    9        3   0.103
    8        2   0.070
   11        2   0.070
   13        2   0.070
    7        1   0.037

questions(13) ask(13) respecting(7) journey(9) answer(4) attention(3) necessary(0) believed(0) lucky(8) mind(3) occupied(3) forgotten(4) reflection(3) reserved(0) solitary(19) hours(9) whenever(3) alone(8) gave(4) greatest(19) relief(19) went(9) solitary(19) walk(0) indulge(11) delight(3) unpleasant(11) recollections(0) 

DOC 1140
TOPIC    COUNT    PROB
----------------------
    5       19   0.215
    0       18   0.203
    7       12   0.136
   10       12   0.136
    4        6   0.069
    8        6   0.069
   12        6   0.069
    9        3   0.035
   17        3   0.035
   15        2   0.024

fair(15) knowing(5) heart(7) sentence(5) towards(7) writer(5) times(8) widely(0) different(4) remembered(10) style(4) address(10) still(5) full(17) indignation(5) considered(7) anger(0) turned(10) against(5) disappointed(7) became(0) object(5) compassion(7) attachment(0) excited(5) gratitude(7) general(5) character(0) respect(7) approve(12) nor(5) moment(5) refusal(10) feel(0) slightest(0) inclination(12) past(4) behaviour(7) constant(4) source(5) vexation(0) regret(5) unhappy(0) defects(12) subject(7) hopeless(9) contented(10) laughing(10) wild(10) youngest(8) daughters(8) manners(12) far(5) right(0) entirely(0) insensible(0) evil(15) frequently(17) united(5) endeavour(7) check(0) imprudence(0) while(10) supported(8) indulgence(7) chance(0) improvement(12) weak(0) completely(10) under(10) advice(4) self(12) scarcely(0) hearing(4) ignorant(0) idle(5) vain(5) while(10) officer(10) meryton(8) flirt(5) while(7) meryton(9) within(8) walk(17) going(9) forever(5) 

DOC 1141
TOPIC    COUNT    PROB
----------------------
    5        8   0.279
    0        7   0.245
    4        4   0.141
   15        4   0.141
   12        2   0.072
   13        2   0.072

anxiety(4) behalf(15) another(15) concern(5) explanation(4) former(5) opinion(5) heightened(15) sense(5) lost(5) affection(12) proved(5) sincere(4) conduct(5) blame(0) unless(13) attach(4) confidence(0) grievous(0) situation(0) desirable(15) respect(0) advantage(0) promising(13) happiness(0) deprived(12) folly(5) 

DOC 1142
TOPIC    COUNT    PROB
----------------------
    0        7   0.418
   17        5   0.300
   15        2   0.124
    3        1   0.065

these(17) recollections(0) added(0) character(0) easily(0) believed(0) happy(15) spirits(17) seldom(17) affected(0) almost(17) impossible(15) appear(0) tolerably(17) cheerful(3) 

DOC 1143
TOPIC    COUNT    PROB
----------------------
   17       17   0.611
    8        3   0.111
    4        2   0.075
   14        2   0.075
   15        2   0.075

engagements(17) rosings(17) frequent(17) during(17) week(17) stay(17) evening(17) spent(17) ladyship(17) inquired(4) minutely(17) particulars(14) journey(17) gave(17) directions(4) best(15) method(15) urgent(17) necessity(17) placing(17) right(14) maria(8) obliged(8) return(17) work(17) morning(8) 

DOC 1144
TOPIC    COUNT    PROB
----------------------
   18        5   0.300
    6        3   0.182
   17        2   0.124
   19        2   0.124
    8        1   0.065
   11        1   0.065
   14        1   0.065

parted(6) condescension(18) wished(6) journey(17) invited(17) hunsford(19) next(8) year(14) de(18) bourgh(18) far(18) curtsey(6) hold(19) hand(11) both(18) 

DOC 1145
TOPIC    COUNT    PROB
----------------------



DOC 1146
TOPIC    COUNT    PROB
----------------------
    8        4   0.256
    6        3   0.194
   11        3   0.194
    9        2   0.131
   12        2   0.131

saturday(9) morning(8) met(11) breakfast(8) few(11) minutes(11) others(12) appeared(12) took(6) opportunity(8) paying(6) parting(9) civilities(8) necessary(6) 

DOC 1147
TOPIC    COUNT    PROB
----------------------
    3        6   0.179
   15        6   0.179
   11        5   0.150
   17        5   0.150
   18        3   0.091
   19        3   0.091
   13        2   0.062
    2        1   0.032
    5        1   0.032

whether(3) expressed(3) sense(5) kindness(15) coming(11) certain(15) leave(15) receiving(3) thanks(17) company(17) assure(15) tempt(3) anyone(19) humble(17) abode(11) plain(3) living(18) small(11) rooms(3) few(11) world(19) hunsford(11) extremely(2) dull(17) like(13) yourself(15) grateful(15) condescension(18) everything(17) power(19) prevent(13) spending(18) 

DOC 1148
TOPIC    COUNT    PROB
----------------------
   17        5   0.283
    0        2   0.117
    2        2   0.117
    4        2   0.117
    6        2   0.117
   14        2   0.117
   15        1   0.061

eager(15) thanks(17) assurances(4) happiness(0) spent(17) six(14) weeks(17) enjoyment(4) kind(2) attentions(6) received(6) feel(0) obliged(17) gratified(2) smiling(14) solemnity(17) 

DOC 1149
TOPIC    COUNT    PROB
----------------------
   17       13   0.305
    0       10   0.235
   15        7   0.165
   19        6   0.142
    1        2   0.049
   11        2   0.049
   12        1   0.026

gives(0) hear(1) passed(0) certainly(15) best(15) power(19) introduce(1) superior(15) society(17) connection(0) rosings(17) frequent(17) means(19) humble(17) home(17) scene(11) flatter(0) ourselves(19) hunsford(17) visit(17) entirely(0) situation(0) regard(0) sort(19) extraordinary(0) advantage(15) blessing(15) few(17) boast(19) continually(12) engaged(17) truth(0) acknowledge(15) humble(11) parsonage(17) anyone(19) object(15) compassion(17) while(17) intimacy(0) rosings(17) 

DOC 1150
TOPIC    COUNT    PROB
----------------------
   11        3   0.258
    6        2   0.175
